Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000109180	4	48527772	48558588
ENSG00000081770	5	70300066	70356270
ENSG00000083544	13	59868592	60046012
ENSG00000136750	10	26545242	26633493
ENSG00000204687	6	29562522	29563658
ENSG00000180424	20	29492072	29501720
ENSG00000213886	6	29631387	29635681
ENSG00000140287	15	48321444	48345218
ENSG00000103342	16	11874040	11917313
ENSG00000084453	12	21311651	21439638
ENSG00000204547	20	29472903	29475331
ENSG00000185721	22	30125539	30160171
ENSG00000184787	21	45013384	45046166
ENSG00000133816	11	12088714	12241903
ENSG00000187175	21	44925919	44926506
ENSG00000204548	20	29456333	29464107
ENSG00000163797	2	27848088	27856112
ENSG00000183690	X	43892072	44087867
ENSG00000205334	2	27783134	27792103
ENSG00000188846	3	40473834	40478862
ENSG00000140284	15	48261685	48315865
ENSG00000130775	1	28071642	28085783
ENSG00000189169	21	44920002	44942387
ENSG00000134538	12	21175403	21283995
ENSG00000090659	19	7710883	7718420
ENSG00000147465	8	38119383	38127757
ENSG00000221864	21	44910791	44911231
ENSG00000095777	10	26263008	26541471
ENSG00000221960	21	44902277	44902686
ENSG00000172062	5	70256524	70284595
ENSG00000212933	21	44898558	44899004
ENSG00000171490	16	11835554	11852943
ENSG00000124479	X	43692970	43717788
ENSG00000213059	16	11838698	11839457
ENSG00000205439	21	44890759	44891995
ENSG00000221859	21	44881701	44882798
ENSG00000180483	20	29428629	29442067
ENSG00000204688	6	29532937	29540084
ENSG00000137135	9	35649341	35659610
ENSG00000182566	19	7699847	7703057
ENSG00000221837	21	44871517	44872395
ENSG00000205754	12	21059834	21134446
ENSG00000122643	7	33020267	33068934
ENSG00000187766	21	44856424	44857299
ENSG00000168032	3	40403689	40445113
ENSG00000172058	5	70232270	70250113
ENSG00000171791	18	58941559	59138341
ENSG00000205441	21	44844925	44846519
ENSG00000215431	18	58642403	58643704
ENSG00000151025	10	25504296	25931164
ENSG00000188155	21	44835577	44836814
ENSG00000205561	5	70127358	70185264
ENSG00000131068	20	29420082	29425364
ENSG00000197284	5	70106234	70108204
ENSG00000204694	6	29501260	29532827
ENSG00000221907	21	44823760	44824909
ENSG00000100105	22	30051790	30072249
ENSG00000212717	20	29412239	29412367
ENSG00000196302	5	69847835	69886906
ENSG00000104043	15	47937727	48198711
ENSG00000159884	9	35648301	35651400
ENSG00000215545	20	29354676	29360049
ENSG00000163798	2	27739842	27771347
ENSG00000114784	3	40326177	40328919
ENSG00000206474	6	29493036	29516710
ENSG00000215454	21	44818034	44819676
ENSG00000185875	10	25345514	25355597
ENSG00000215547	20	29309128	29311096
ENSG00000219142	7	17039238	17039627
ENSG00000069535	X	43510804	43626665
ENSG00000212935	21	44802101	44803071
ENSG00000205565	5	69842535	69843804
ENSG00000215455	21	44783292	44784506
ENSG00000205445	21	44794668	44795816
ENSG00000197370	5	69826551	69832484
ENSG00000137078	9	35639300	35640947
ENSG00000204695	6	29382446	29383411
ENSG00000122642	7	32963577	33013067
ENSG00000168787	6	29472395	29473427
ENSG00000050165	11	11941123	11987493
ENSG00000199107	14	100601390	100601468
ENSG00000104047	15	47700563	47723151
ENSG00000119760	2	27727183	27740011
ENSG00000151023	10	25310923	25345091
ENSG00000149531	20	28225518	28265815
ENSG00000100100	22	30007599	30018474
ENSG00000122299	16	11751944	11798508
ENSG00000129691	8	38082223	38116351
ENSG00000182912	21	44761526	44763067
ENSG00000215548	20	28225540	28228200
ENSG00000117751	1	28029880	28050770
ENSG00000075539	4	48194137	48477073
ENSG00000104921	19	7659663	7672997
ENSG00000205763	7	32922953	32949307
ENSG00000081913	18	58533897	58798646
ENSG00000111700	12	20854905	20960925
ENSG00000205570	5	69470446	69590632
ENSG00000222002	7	32923396	32949307
ENSG00000099389	20	26032052	26042677
ENSG00000181029	19	7651761	7653748
ENSG00000205611	20	28127247	28134874
ENSG00000112462	6	29344236	29525854
ENSG00000182223	4	48187066	48191181
ENSG00000187840	8	38007177	38037036
ENSG00000140285	15	47502751	47566815
ENSG00000170011	3	39826156	40276808
ENSG00000145248	4	48180206	48185921
ENSG00000189221	X	43400353	43491011
ENSG00000099256	10	25177560	25281539
ENSG00000183019	19	7647514	7650708
ENSG00000125804	20	25983291	26015553
ENSG00000188778	8	37939673	37943341
ENSG00000204697	6	29338459	29339835
ENSG00000170852	7	32874311	32897897
ENSG00000212635	X	42029377	42218751
ENSG00000204700	6	29249059	29250330
ENSG00000214905	3	39484074	39532498
ENSG00000179978	5	69424621	69460019
ENSG00000204701	6	29187647	29188582
ENSG00000133026	17	8318248	8474804
ENSG00000115254	2	27705029	27727215
ENSG00000166262	15	47407886	47700410
ENSG00000141664	18	58342475	58396773
ENSG00000153066	16	11680444	11744149
ENSG00000139734	13	59137718	59636120
ENSG00000204702	6	29171189	29177868
ENSG00000171657	X	41468378	41472938
ENSG00000176714	2	27702010	27705383
ENSG00000137101	9	35599530	35609539
ENSG00000117758	1	27972281	28023549
ENSG00000204703	6	29162063	29163069
ENSG00000139155	12	20739666	20797585
ENSG00000175170	20	25692102	25796786
ENSG00000204704	6	29119969	29120996
ENSG00000169154	8	37910962	37916804
ENSG00000100503	14	50256231	50367597
ENSG00000109171	4	48038370	48122972
ENSG00000175894	21	44742205	44955923
ENSG00000104918	19	7639972	7641340
ENSG00000118946	13	57103790	57201066
ENSG00000184602	16	11669802	11680507
ENSG00000182541	22	29938250	30006066
ENSG00000172572	12	20413464	20725148
ENSG00000168314	3	39484074	39542105
ENSG00000105778	7	32501663	33045041
ENSG00000204196	2	203763748	203764291
ENSG00000141655	18	58143500	58204482
ENSG00000198522	2	27659397	27699465
ENSG00000166579	17	8279904	8324667
ENSG00000197935	6	29070573	29081016
ENSG00000107140	9	35595281	35600037
ENSG00000204914	13	56639332	56642353
ENSG00000204709	6	29019660	29020292
ENSG00000135605	4	47832557	47966571
ENSG00000171659	X	41433170	41441470
ENSG00000204916	13	56632767	56635788
ENSG00000205571	5	69381106	69409175
ENSG00000151748	14	50170110	50204773
ENSG00000221843	2	27652944	27658898
ENSG00000160233	21	44699821	44703158
ENSG00000009780	1	27925077	27961062
ENSG00000130684	20	25602851	25625469
ENSG00000215187	9	35551946	35553896
ENSG00000189051	17	8234752	8241869
ENSG00000156958	15	47235268	47409294
ENSG00000204917	13	56626196	56629217
ENSG00000138942	22	29886179	29932998
ENSG00000084734	2	27573210	27600052
ENSG00000107863	10	24912551	25052550
ENSG00000074966	4	47763167	47831030
ENSG00000170242	11	11819546	11937448
ENSG00000163293	4	47713548	47736947
ENSG00000106355	7	32492942	32501420
ENSG00000198853	9	35480124	35551889
ENSG00000204918	13	56619623	56622644
ENSG00000156675	8	37835628	37876161
ENSG00000205572	5	69356852	69374696
ENSG00000170191	20	25541575	25552621
ENSG00000189067	16	11549357	11588289
ENSG00000100078	22	29860795	29866593
ENSG00000139154	12	19483900	19566440
ENSG00000136149	13	53912798	53913472
ENSG00000161970	17	8221559	8227290
ENSG00000204919	13	56613053	56616074
ENSG00000212653	5	69252309	69310192
ENSG00000184619	17	8212680	8220754
ENSG00000179766	9	35396765	35473026
ENSG00000188897	16	11443548	11493112
ENSG00000134444	18	58005504	58125334
ENSG00000197848	5	69230352	69233138
ENSG00000104221	8	37820563	37826569
ENSG00000101004	20	25381341	25514153
ENSG00000102837	13	52500960	52524187
ENSG00000076944	19	7608010	7618758
ENSG00000205575	5	68825796	69042097
ENSG00000198515	4	47632753	47678276
ENSG00000115226	2	27568255	27571590
ENSG00000126709	1	27865159	27871311
ENSG00000184650	17	8183913	8190088
ENSG00000204713	6	28978758	28999747
ENSG00000198513	14	50096580	50169508
ENSG00000175643	16	11318137	11353118
ENSG00000214997	5	68964790	68967712
ENSG00000110328	11	11248997	11600125
ENSG00000168028	3	39423208	39429034
ENSG00000174788	19	7602509	7604636
ENSG00000166200	15	47206835	47235070
ENSG00000101003	20	25336323	25377191
ENSG00000222048	11	10830827	10836196
ENSG00000120549	10	24023681	24876778
ENSG00000150276	13	52292597	52293178
ENSG00000136099	13	52316115	52320776
ENSG00000197563	18	57862440	58005269
ENSG00000198844	17	8154315	8166553
ENSG00000154678	7	31757318	32305466
ENSG00000197202	6	28647387	28663091
ENSG00000176641	18	57633284	57711972
ENSG00000165312	10	23768204	23771109
ENSG00000185133	22	29848961	29860683
ENSG00000144659	3	39399843	39413722
ENSG00000175646	16	11282199	11282708
ENSG00000142185	21	44594474	44687392
ENSG00000122304	16	11276994	11277838
ENSG00000136110	13	52175405	52211948
ENSG00000179133	10	23596130	23673780
ENSG00000106341	7	31693354	31714593
ENSG00000198832	22	29830758	29846055
ENSG00000178257	16	11274645	11274953
ENSG00000138593	15	47068259	47125987
ENSG00000179934	3	39346219	39351077
ENSG00000183474	5	68891830	68924107
ENSG00000170448	4	47544017	47611390
ENSG00000204566	10	23532751	23579616
ENSG00000052126	12	19173995	19420598
ENSG00000178558	15	46957582	46959672
ENSG00000178279	16	11270219	11270620
ENSG00000020181	8	37773932	37820648
ENSG00000079782	6	28601768	28609923
ENSG00000198722	9	35151989	35395331
ENSG00000100997	20	25223380	25319477
ENSG00000138002	2	27520745	27566144
ENSG00000215198	9	35137398	35139181
ENSG00000180672	2	206351029	206351417
ENSG00000168267	10	23521466	23523185
ENSG00000012983	14	49954999	50069126
ENSG00000198704	6	28579052	28611674
ENSG00000000938	1	27811390	27834314
ENSG00000166603	18	56189323	56190988
ENSG00000101542	18	57308755	57373345
ENSG00000147044	X	41263408	41667660
ENSG00000125434	17	8131807	8139386
ENSG00000177938	12	18782312	18783388
ENSG00000187987	6	28508412	28519223
ENSG00000076924	19	7590412	7600439
ENSG00000180347	7	31520229	31662641
ENSG00000188937	X	41191631	41219907
ENSG00000165416	13	52124975	52160434
ENSG00000185338	16	11255775	11257540
ENSG00000185634	15	46903227	47042933
ENSG00000145244	4	47290775	47534816
ENSG00000147471	8	37738833	37756443
ENSG00000168329	3	39279989	39298190
ENSG00000160226	21	44574201	44583713
ENSG00000158691	6	28454711	28475490
ENSG00000100490	14	49866060	49952929
ENSG00000157992	2	27518767	27520668
ENSG00000197822	5	68823875	68885887
ENSG00000110321	11	10775169	10787158
ENSG00000076826	19	7566788	7589194
ENSG00000100994	20	25176706	25226648
ENSG00000148450	10	23424433	23450948
ENSG00000164600	7	31343607	31347063
ENSG00000139151	12	18727383	18782258
ENSG00000141682	18	55718172	55722518
ENSG00000126705	1	27733133	27803275
ENSG00000189298	6	28425738	28444527
ENSG00000145246	4	47182167	47290260
ENSG00000152939	5	68746699	68773646
ENSG00000168334	3	39199705	39209091
ENSG00000038532	16	10945846	11183547
ENSG00000147475	8	37713255	37734474
ENSG00000182108	16	10930278	10943817
ENSG00000215301	X	41077595	41094466
ENSG00000183154	8	37711437	37714102
ENSG00000139144	12	18305741	18692617
ENSG00000183963	22	29807305	29830609
ENSG00000115216	2	27504161	27518630
ENSG00000139675	13	52089606	52115920
ENSG00000198730	11	10729379	10757863
ENSG00000108961	17	8132714	8134128
ENSG00000125375	14	49848797	49872026
ENSG00000103995	15	46817428	46890562
ENSG00000005238	9	35094109	35105893
ENSG00000169019	4	47140759	47160459
ENSG00000111404	12	18125073	18134381
ENSG00000182457	22	29696663	29702049
ENSG00000183287	18	55252129	55515554
ENSG00000158195	1	27604713	27689256
ENSG00000144655	3	39158351	39170105
ENSG00000183779	8	37672467	37675554
ENSG00000032444	19	7505043	7532652
ENSG00000165309	10	23256966	23366524
ENSG00000179583	16	10867648	10926341
ENSG00000181773	1	27591739	27594900
ENSG00000197657	6	28400493	28429951
ENSG00000078549	7	31058650	31113403
ENSG00000198384	13	51961129	52059223
ENSG00000087299	14	49774064	49848697
ENSG00000163288	4	46728336	47123202
ENSG00000137338	6	28357328	28378305
ENSG00000150867	10	22863772	23043509
ENSG00000166676	16	10768034	10820122
ENSG00000215262	8	36780592	36912799
ENSG00000174950	1	27578183	27582457
ENSG00000048540	12	16592574	16652291
ENSG00000168026	3	39124156	39155398
ENSG00000136108	13	51927496	51948758
ENSG00000109158	4	46615676	46690337
ENSG00000115241	2	27457566	27486000
ENSG00000074695	18	55148088	55177463
ENSG00000156687	8	35212845	35771722
ENSG00000090674	19	7493512	7504864
ENSG00000197062	6	28342815	28353957
ENSG00000197586	20	25124329	25155365
ENSG00000165283	9	35089891	35093154
ENSG00000166569	18	55113634	55136861
ENSG00000133422	22	29652600	29694187
ENSG00000215264	8	34299692	34300702
ENSG00000124486	X	40829832	40980776
ENSG00000142748	1	27568189	27573916
ENSG00000189134	6	28335077	28336715
ENSG00000100485	14	49653596	49767849
ENSG00000170516	4	46431601	46606009
ENSG00000072952	11	10551214	10630360
ENSG00000184844	8	33907733	33947007
ENSG00000163795	2	27453606	27457097
ENSG00000198816	19	7487004	7491912
ENSG00000134438	18	55085247	55091605
ENSG00000103274	16	10745199	10770709
ENSG00000141959	21	44544358	44571687
ENSG00000133878	8	33568398	33577043
ENSG00000178921	17	8093362	8114528
ENSG00000114745	3	39113154	39124858
ENSG00000153060	16	10628862	10696303
ENSG00000187626	6	28320388	28328023
ENSG00000136100	13	51884740	51922764
ENSG00000188991	12	16233869	16316967
ENSG00000008394	12	16391343	16408610
ENSG00000133800	11	10535989	10546941
ENSG00000198723	19	7468460	7479336
ENSG00000100987	20	25000120	25010996
ENSG00000134443	18	55038380	55048980
ENSG00000177112	11	10519395	10578054
ENSG00000213853	16	10533550	10582040
ENSG00000133874	8	33524815	33544185
ENSG00000151834	4	45946341	46086561
ENSG00000137185	6	28301049	28309239
ENSG00000104883	19	7447761	7459905
ENSG00000166562	18	54958105	54977041
ENSG00000100483	14	49645092	49653047
ENSG00000186261	16	10529936	10534118
ENSG00000077327	10	22674405	22746531
ENSG00000152942	5	68700880	68746384
ENSG00000168260	14	49620119	49629111
ENSG00000136114	13	51833080	51878321
ENSG00000106128	7	30970161	30990114
ENSG00000166147	15	46487797	46725210
ENSG00000160224	21	44530191	44542530
ENSG00000198315	6	28217695	28233215
ENSG00000023697	12	16000968	16081581
ENSG00000175860	14	49529233	49542987
ENSG00000129696	8	33475780	33490198
ENSG00000142765	1	27541100	27553008
ENSG00000214900	14	49518180	49543988
ENSG00000165282	9	35078685	35086579
ENSG00000217576	13	51691566	51761989
ENSG00000110315	11	10489801	10519350
ENSG00000197585	13	51725879	51726881
ENSG00000184792	22	29420063	29633811
ENSG00000180182	X	40392502	40479727
ENSG00000178971	17	8070918	8092138
ENSG00000154930	20	24934874	24987616
ENSG00000128951	15	46410913	46422862
ENSG00000196812	6	28200366	28205833
ENSG00000163285	4	45732543	45820839
ENSG00000074657	18	54681041	54804663
ENSG00000114742	3	39068511	39113153
ENSG00000142182	21	44490651	44506527
ENSG00000198042	8	33462259	33478317
ENSG00000115234	2	27446893	27453498
ENSG00000167065	22	29378038	29393872
ENSG00000085231	5	68696327	68701596
ENSG00000104880	19	7351866	7443370
ENSG00000166669	16	10387413	10484996
ENSG00000106125	7	30917993	30931656
ENSG00000165527	14	49429486	49433522
ENSG00000163281	4	44398926	44423369
ENSG00000168283	10	22650146	22660188
ENSG00000197502	14	49370560	49381302
ENSG00000178977	17	8064710	8068086
ENSG00000185753	X	40373229	40391750
ENSG00000221829	9	35063837	35070013
ENSG00000100036	22	29361793	29389286
ENSG00000197279	6	28154551	28165320
ENSG00000124657	6	28032998	28033939
ENSG00000101474	20	24891581	24921425
ENSG00000168131	6	27987003	27988076
ENSG00000023734	12	15926608	15947670
ENSG00000106121	7	30777558	30898526
ENSG00000185057	5	68683311	68701596
ENSG00000186501	1	27521276	27535477
ENSG00000196331	6	27969199	27969631
ENSG00000151806	4	44375190	44397453
ENSG00000136098	13	51604780	51631997
ENSG00000196866	6	27968514	27968906
ENSG00000160223	21	44467302	44485277
ENSG00000077984	20	24877866	24888562
ENSG00000197153	6	27966139	27966549
ENSG00000177752	4	44325453	44348415
ENSG00000182572	6	27947662	27948072
ENSG00000183783	4	43870683	44145581
ENSG00000198558	6	27948956	27949267
ENSG00000148444	10	22645305	22649243
ENSG00000182220	X	40325160	40350830
ENSG00000124399	4	43595231	43596125
ENSG00000184357	6	27942606	27943286
ENSG00000215203	4	42590041	42727432
ENSG00000172728	8	33347884	33450206
ENSG00000198374	6	27941013	27941585
ENSG00000185339	22	29333139	29353047
ENSG00000101463	20	24397835	24595167
ENSG00000011177	7	30758276	30763747
ENSG00000183323	5	68612278	68664392
ENSG00000220323	6	27914302	27927953
ENSG00000215428	22	29318214	29318713
ENSG00000197168	13	51536906	51601215
ENSG00000183454	16	9754762	10184112
ENSG00000115211	2	27440723	27446828
ENSG00000142784	1	27433746	27507322
ENSG00000184348	6	27913704	27914096
ENSG00000074803	15	46285790	46383565
ENSG00000151491	12	15664343	15833601
ENSG00000167390	20	23918447	23928918
ENSG00000197914	6	27906973	27907284
ENSG00000178999	17	8048782	8054625
ENSG00000165525	14	49320282	49389289
ENSG00000182831	16	9093038	9121037
ENSG00000133805	11	10428800	10485702
ENSG00000168356	3	38862264	38967056
ENSG00000165280	9	35046904	35062598
ENSG00000172175	18	54489598	54568350
ENSG00000171105	19	7063266	7245011
ENSG00000160221	21	44377922	44390033
ENSG00000106113	7	30659388	30706244
ENSG00000198796	18	54299459	54447169
ENSG00000136770	10	22085484	22332704
ENSG00000196544	17	8032376	8034950
ENSG00000134058	5	68566471	68609004
ENSG00000115207	2	27402220	27433372
ENSG00000134056	5	68549329	68577710
ENSG00000197238	6	27899863	27900236
ENSG00000214320	13	51496828	51504357
ENSG00000100029	22	29302613	29333070
ENSG00000148926	11	10283219	10285518
ENSG00000174038	9	35014143	35035987
ENSG00000136112	13	51484525	51501779
ENSG00000196374	6	27890801	27891213
ENSG00000183337	X	39794012	39921526
ENSG00000182611	6	27890111	27890497
ENSG00000185313	3	38713841	38810505
ENSG00000149435	20	23913687	23917416
ENSG00000187555	16	8893452	8964842
ENSG00000165516	14	49304537	49319606
ENSG00000130544	19	7020471	7038979
ENSG00000179029	17	8017021	8020439
ENSG00000215079	16	8883567	8886653
ENSG00000090020	1	27297893	27366059
ENSG00000153044	5	68521131	68541939
ENSG00000165175	X	38545651	38550725
ENSG00000220205	17	8003189	8007017
ENSG00000182315	19	7007220	7009651
ENSG00000160220	21	44351636	44375490
ENSG00000104177	15	46218921	46257850
ENSG00000170367	20	23804572	23808380
ENSG00000137094	9	34979742	34988428
ENSG00000213073	6	160434442	160435006
ENSG00000124406	4	42105147	42353879
ENSG00000205717	19	7000350	7002781
ENSG00000158246	1	27204100	27211914
ENSG00000170369	20	23752406	23755368
ENSG00000106105	7	30600706	30640168
ENSG00000196295	7	30566129	30570758
ENSG00000197776	14	49229610	49289610
ENSG00000205718	19	6988759	6991190
ENSG00000204157	1	27192782	27199964
ENSG00000184301	19	6981588	6984018
ENSG00000122733	9	34948192	34972541
ENSG00000115204	2	27385864	27402051
ENSG00000153048	16	8854303	8870364
ENSG00000151490	12	15366754	15641602
ENSG00000128242	22	29280622	29300574
ENSG00000196589	19	6969982	6972443
ENSG00000178343	4	42094613	42099261
ENSG00000215202	9	34820901	34828494
ENSG00000188467	15	46200461	46221881
ENSG00000175707	1	27148648	27159484
ENSG00000163794	2	27383769	27384634
ENSG00000133812	11	9756790	10272296
ENSG00000214491	22	29250465	29272669
ENSG00000170373	20	23676191	23679905
ENSG00000181123	22	29215062	29218791
ENSG00000179036	17	8003146	8007017
ENSG00000133488	22	29214900	29231682
ENSG00000159797	9	34820265	34828528
ENSG00000186629	19	6908004	6941857
ENSG00000140650	16	8799193	8850684
ENSG00000205108	9	34713229	34716273
ENSG00000006625	7	30502764	30510977
ENSG00000188848	4	41807714	41849652
ENSG00000134533	12	15151985	15265571
ENSG00000203813	6	27885821	27969644
ENSG00000101441	20	23614269	23617677
ENSG00000139053	12	15017245	15026066
ENSG00000184857	16	8796825	8798991
ENSG00000100479	14	49180028	49224685
ENSG00000137077	9	34699002	34700147
ENSG00000160218	21	44256634	44350852
ENSG00000196747	6	27883878	27884408
ENSG00000133789	11	9642204	9731084
ENSG00000138100	2	27358934	27383811
ENSG00000185130	6	27883201	27883688
ENSG00000165506	14	49161642	49171698
ENSG00000172724	9	34679564	34681274
ENSG00000123191	13	51404811	51483631
ENSG00000101439	20	23556534	23567110
ENSG00000111348	12	14986217	15005829
ENSG00000187186	9	34655027	34656025
ENSG00000090273	1	27120811	27145475
ENSG00000163793	2	27351793	27357871
ENSG00000168282	14	49157239	49159948
ENSG00000156298	X	38305553	38433118
ENSG00000106100	7	30430672	30484833
ENSG00000213927	9	34651894	34652689
ENSG00000100012	22	29173946	29198034
ENSG00000096654	6	27526506	27548858
ENSG00000157168	8	31617043	32741608
ENSG00000131910	1	27110566	27113047
ENSG00000173335	20	23531051	23534513
ENSG00000165502	14	49155159	49157099
ENSG00000166483	11	9550916	9567874
ENSG00000139055	12	14958241	14982750
ENSG00000078403	10	21863108	22072560
ENSG00000123171	13	51334118	51338372
ENSG00000101435	20	23493375	23497386
ENSG00000124613	6	27464503	27477206
ENSG00000204662	20	23476401	23479289
ENSG00000180358	13	51285484	51317287
ENSG00000014824	4	41687280	41784307
ENSG00000174837	19	6838582	6903102
ENSG00000183044	16	8675928	8785933
ENSG00000198746	1	27089567	27099544
ENSG00000115194	2	27330975	27339631
ENSG00000158553	6	27384811	27387980
ENSG00000134057	5	68498669	68509822
ENSG00000180233	7	30290448	30373832
ENSG00000179094	17	7984534	7996427
ENSG00000183873	3	38564557	38666167
ENSG00000182308	4	41678548	41679877
ENSG00000180592	10	21844031	21854617
ENSG00000100010	22	29151720	29155041
ENSG00000204663	20	23447783	23474450
ENSG00000036473	X	38096680	38165650
ENSG00000111341	12	14925119	14930025
ENSG00000125815	20	23419766	23424655
ENSG00000204682	10	21823427	21826197
ENSG00000102796	13	51240132	51276294
ENSG00000204683	10	21454698	21475433
ENSG00000160216	21	44109544	44231903
ENSG00000049759	18	53862778	54216369
ENSG00000179111	17	7965024	7968127
ENSG00000109133	4	41631926	41652580
ENSG00000137070	9	34643932	34651883
ENSG00000220549	22	29123007	29149826
ENSG00000217741	7	16944374	16944706
ENSG00000112812	6	27323487	27332327
ENSG00000215458	21	44050114	44056876
ENSG00000111339	12	14873290	14887689
ENSG00000165501	14	49135165	49151705
ENSG00000125831	20	23379041	23381482
ENSG00000142751	1	27078460	27089456
ENSG00000180354	7	30141077	30168906
ENSG00000067365	16	8623028	8647580
ENSG00000139668	13	51056485	51234172
ENSG00000184825	6	27222840	27223296
ENSG00000137872	15	45797978	45853709
ENSG00000182993	12	14847773	14868053
ENSG00000179256	12	14848851	14858383
ENSG00000109132	4	41440857	41445744
ENSG00000141968	19	6723722	6808371
ENSG00000125823	20	23368322	23373567
ENSG00000157036	3	38512860	38558441
ENSG00000175793	1	27062240	27063534
ENSG00000166478	11	9438645	9506647
ENSG00000081923	18	53464656	53550037
ENSG00000214999	17	7923525	7925608
ENSG00000213741	14	49113809	49122844
ENSG00000179148	17	7939943	7962532
ENSG00000204160	1	27025788	27054794
ENSG00000106086	7	30034566	30136621
ENSG00000125385	14	49113809	49122844
ENSG00000100003	22	29122933	29149828
ENSG00000165392	8	31010320	31150818
ENSG00000172733	8	30972863	31010773
ENSG00000197903	6	27214052	27222598
ENSG00000084774	2	27293762	27320158
ENSG00000160214	21	44033822	44049602
ENSG00000084463	12	14830681	14847668
ENSG00000145740	5	68425638	68461635
ENSG00000099999	22	29104801	29113302
ENSG00000106080	7	30019346	30032822
ENSG00000179477	17	7916679	7931746
ENSG00000137767	15	43714548	43770770
ENSG00000060642	1	26987073	26997471
ENSG00000213930	9	34636635	34640571
ENSG00000125731	19	6703309	6718599
ENSG00000133863	8	30808604	30826075
ENSG00000134440	18	53418894	53440175
ENSG00000187860	22	29082624	29102818
ENSG00000125814	20	23303166	23350081
ENSG00000111332	12	14818616	14819612
ENSG00000156313	X	38013368	38071732
ENSG00000160213	21	44018260	44020687
ENSG00000136193	7	29926273	29995902
ENSG00000139915	14	46379045	47213703
ENSG00000114739	3	38470794	38509637
ENSG00000078328	16	7322752	7702500
ENSG00000205339	11	9362780	9423651
ENSG00000198339	6	27215055	27216397
ENSG00000102786	13	50833702	50925276
ENSG00000165496	14	46190045	46190689
ENSG00000215465	21	43978371	43983167
ENSG00000196787	6	27208800	27211049
ENSG00000215461	13	50813217	50834240
ENSG00000104164	15	43666709	43689200
ENSG00000078114	10	21110098	21502768
ENSG00000124635	6	27202037	27208520
ENSG00000138085	2	27288403	27293550
ENSG00000122574	7	29812627	29923207
ENSG00000093217	3	38363244	38431471
ENSG00000176532	7	29569952	29573436
ENSG00000166471	11	9258780	9292872
ENSG00000129534	14	44742144	44792146
ENSG00000179593	17	7883083	7893153
ENSG00000099995	22	29057979	29082913
ENSG00000101955	X	37893539	37965640
ENSG00000197837	12	14812201	14815332
ENSG00000118894	16	5075236	5087782
ENSG00000214801	6	26953700	27000971
ENSG00000117713	1	26895109	26981188
ENSG00000125733	19	6690707	6702526
ENSG00000125812	20	23290819	23309310
ENSG00000104695	8	30762679	30789894
ENSG00000150510	13	50694556	50755904
ENSG00000144671	3	38322431	38335068
ENSG00000198744	MT	8367	9988
ENSG00000147955	9	34624719	34627768
ENSG00000145675	5	67558218	67633403
ENSG00000070019	12	14656843	14740696
ENSG00000179362	15	43590626	43636220
ENSG00000132518	17	7846713	7864382
ENSG00000123201	13	50466770	50538344
ENSG00000066926	18	53366535	53404988
ENSG00000132661	20	23279373	23283408
ENSG00000205143	9	34611455	34618011
ENSG00000104691	8	30721232	30744064
ENSG00000064042	4	41057559	41395746
ENSG00000181315	6	26742600	26767942
ENSG00000136104	13	50381815	50428867
ENSG00000214919	14	44665321	44670589
ENSG00000138074	2	27275963	27288575
ENSG00000187790	14	44674900	44739835
ENSG00000146109	6	26705159	26708257
ENSG00000134061	5	66513872	66528368
ENSG00000120594	10	20145174	20609292
ENSG00000119547	18	53253915	53309527
ENSG00000147041	X	37750779	37873013
ENSG00000125734	19	6681068	6688587
ENSG00000204740	10	19818029	19896508
ENSG00000186047	13	50295451	50316076
ENSG00000163792	2	27225376	27229882
ENSG00000184014	11	9116957	9243447
ENSG00000204741	10	19532671	19538622
ENSG00000172940	3	38282335	38294810
ENSG00000033011	16	5061821	5075588
ENSG00000187516	X	37735014	37735439
ENSG00000104154	15	43561974	43602294
ENSG00000125810	20	23007993	23014977
ENSG00000106069	7	29200646	29520469
ENSG00000160209	21	43963403	44006616
ENSG00000178726	20	22974270	22978378
ENSG00000121316	12	14547864	14612058
ENSG00000099992	22	29017982	29052927
ENSG00000176124	13	49554378	49577432
ENSG00000214921	14	44638408	44640897
ENSG00000153446	16	5034125	5056112
ENSG00000186143	2	27213219	27215836
ENSG00000100442	14	44654856	44674272
ENSG00000104687	8	30655126	30704894
ENSG00000165997	10	18988319	19006946
ENSG00000172939	3	38182030	38271983
ENSG00000154277	4	40953685	40965202
ENSG00000182952	6	26646551	26655139
ENSG00000177511	18	53170719	53187160
ENSG00000175356	11	8998511	9069731
ENSG00000160208	21	43903860	43940388
ENSG00000166920	15	43510055	43512937
ENSG00000198553	13	49487391	49493059
ENSG00000182482	22	29011106	29015616
ENSG00000132671	20	22964057	22965314
ENSG00000152487	10	18874497	18980556
ENSG00000197265	8	30555577	30635280
ENSG00000137100	9	34603549	34610496
ENSG00000185246	14	44623080	44654554
ENSG00000165169	X	37580954	37591775
ENSG00000124557	6	26608550	26618629
ENSG00000171763	15	43481878	43613978
ENSG00000172936	3	38155009	38159514
ENSG00000160207	21	43773501	43903802
ENSG00000103174	16	5014848	5023937
ENSG00000099985	22	28988821	28992840
ENSG00000171681	12	14409883	14542964
ENSG00000138073	2	27207131	27211046
ENSG00000175352	11	8957850	8982124
ENSG00000164967	9	34600493	34602101
